Date,Source,Site ID,POC,NO2,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
5/13/2023,AQS,371830021,1,10.1,ppb,9,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
5/14/2023,AQS,371830021,1,10.1,ppb,9,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
5/15/2023,AQS,371830021,1,10.8,ppb,9,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
5/16/2023,AQS,371830021,1,21.6,ppb,20,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
5/17/2023,AQS,371830021,1,16.6,ppb,15,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
5/18/2023,AQS,371830021,1,13.6,ppb,12,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
5/19/2023,AQS,371830021,1,8.3,ppb,8,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
5/20/2023,AQS,371830021,1,9.3,ppb,8,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
5/21/2023,AQS,371830021,1,11.4,ppb,10,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
5/22/2023,AQS,371830021,1,12.2,ppb,11,Triple Oak,20,83,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
5/23/2023,AQS,371830021,1,7.6,ppb,7,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
5/24/2023,AQS,371830021,1,10.3,ppb,9,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
5/25/2023,AQS,371830021,1,6.1,ppb,6,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
5/26/2023,AQS,371830021,1,6.8,ppb,6,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
5/27/2023,AQS,371830021,1,2.4,ppb,2,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
5/28/2023,AQS,371830021,1,2.5,ppb,2,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
5/29/2023,AQS,371830021,1,6.6,ppb,6,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
5/30/2023,AQS,371830021,1,10.3,ppb,9,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
5/31/2023,AQS,371830021,1,5.5,ppb,5,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/1/2023,AQS,371830021,1,4.7,ppb,4,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/2/2023,AQS,371830021,1,6.7,ppb,6,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/3/2023,AQS,371830021,1,9,ppb,8,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/4/2023,AQS,371830021,1,6.1,ppb,6,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/5/2023,AQS,371830021,1,17.6,ppb,16,Triple Oak,19,79,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/6/2023,AQS,371830021,1,29.2,ppb,27,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/7/2023,AQS,371830021,1,21.9,ppb,20,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/8/2023,AQS,371830021,1,24.7,ppb,23,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/9/2023,AQS,371830021,1,29.1,ppb,27,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/10/2023,AQS,371830021,1,24.4,ppb,23,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/11/2023,AQS,371830021,1,9.2,ppb,8,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/12/2023,AQS,371830021,1,14.4,ppb,13,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/13/2023,AQS,371830021,1,19.4,ppb,18,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/14/2023,AQS,371830021,1,21.9,ppb,20,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/15/2023,AQS,371830021,1,20.8,ppb,19,Triple Oak,22,92,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/16/2023,AQS,371830021,1,15,ppb,14,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/17/2023,AQS,371830021,1,14,ppb,13,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/18/2023,AQS,371830021,1,16.3,ppb,15,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/19/2023,AQS,371830021,1,22.4,ppb,21,Triple Oak,20,83,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/20/2023,AQS,371830021,1,16.1,ppb,15,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/21/2023,AQS,371830021,1,6.2,ppb,6,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/22/2023,AQS,371830021,1,10.2,ppb,9,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/23/2023,AQS,371830021,1,12.3,ppb,11,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/24/2023,AQS,371830021,1,9,ppb,8,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/25/2023,AQS,371830021,1,11.9,ppb,10,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/26/2023,AQS,371830021,1,13.2,ppb,12,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/27/2023,AQS,371830021,1,17.2,ppb,16,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/28/2023,AQS,371830021,1,14.9,ppb,13,Triple Oak,19,79,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/29/2023,AQS,371830021,1,9.5,ppb,8,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
6/30/2023,AQS,371830021,1,19.8,ppb,18,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/1/2023,AQS,371830021,1,12.8,ppb,11,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/2/2023,AQS,371830021,1,8.2,ppb,8,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/3/2023,AQS,371830021,1,9.4,ppb,8,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/4/2023,AQS,371830021,1,11.5,ppb,10,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/5/2023,AQS,371830021,1,15.5,ppb,14,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/6/2023,AQS,371830021,1,16.8,ppb,15,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/7/2023,AQS,371830021,1,12.5,ppb,11,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/8/2023,AQS,371830021,1,10,ppb,9,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/9/2023,AQS,371830021,1,8,ppb,8,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/10/2023,AQS,371830021,1,11.1,ppb,10,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/11/2023,AQS,371830021,1,19.4,ppb,18,Triple Oak,22,92,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/12/2023,AQS,371830021,1,15.6,ppb,14,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/13/2023,AQS,371830021,1,15.5,ppb,14,Triple Oak,20,83,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/14/2023,AQS,371830021,1,16.4,ppb,15,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/15/2023,AQS,371830021,1,7.9,ppb,7,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/16/2023,AQS,371830021,1,15.5,ppb,14,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/17/2023,AQS,371830021,1,19,ppb,18,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/18/2023,AQS,371830021,1,14.5,ppb,13,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/19/2023,AQS,371830021,1,18.9,ppb,17,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/20/2023,AQS,371830021,1,16.9,ppb,15,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/21/2023,AQS,371830021,1,19.6,ppb,18,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/22/2023,AQS,371830021,1,9.1,ppb,8,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/23/2023,AQS,371830021,1,9.8,ppb,8,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/24/2023,AQS,371830021,1,11.7,ppb,10,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/25/2023,AQS,371830021,1,15.1,ppb,14,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/26/2023,AQS,371830021,1,15.7,ppb,14,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/27/2023,AQS,371830021,1,15.9,ppb,14,Triple Oak,20,83,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/28/2023,AQS,371830021,1,11,ppb,10,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/29/2023,AQS,371830021,1,6.8,ppb,6,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/30/2023,AQS,371830021,1,6.6,ppb,6,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
7/31/2023,AQS,371830021,1,15.7,ppb,14,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/1/2023,AQS,371830021,1,5.6,ppb,5,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/2/2023,AQS,371830021,1,12.3,ppb,11,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/3/2023,AQS,371830021,1,22.8,ppb,21,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/4/2023,AQS,371830021,1,20,ppb,19,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/5/2023,AQS,371830021,1,6.2,ppb,6,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/6/2023,AQS,371830021,1,7.1,ppb,7,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/8/2023,AQS,371830021,1,11.2,ppb,10,Triple Oak,18,75,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/9/2023,AQS,371830021,1,17.3,ppb,16,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/10/2023,AQS,371830021,1,18.1,ppb,17,Triple Oak,20,83,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/11/2023,AQS,371830021,1,15.5,ppb,14,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/12/2023,AQS,371830021,1,14.3,ppb,13,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/13/2023,AQS,371830021,1,12.6,ppb,11,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/14/2023,AQS,371830021,1,14.8,ppb,13,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/15/2023,AQS,371830021,1,12.4,ppb,11,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/16/2023,AQS,371830021,1,9.6,ppb,8,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/17/2023,AQS,371830021,1,14.7,ppb,13,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/18/2023,AQS,371830021,1,17.9,ppb,16,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/19/2023,AQS,371830021,1,11.2,ppb,10,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/20/2023,AQS,371830021,1,9.3,ppb,8,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/21/2023,AQS,371830021,1,19.3,ppb,18,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/22/2023,AQS,371830021,1,15.2,ppb,14,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/23/2023,AQS,371830021,1,18,ppb,17,Triple Oak,20,83,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/24/2023,AQS,371830021,1,19.8,ppb,18,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/25/2023,AQS,371830021,1,22,ppb,21,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/26/2023,AQS,371830021,1,11.2,ppb,10,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/27/2023,AQS,371830021,1,10.7,ppb,9,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/28/2023,AQS,371830021,1,13.8,ppb,12,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/29/2023,AQS,371830021,1,13.6,ppb,12,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/30/2023,AQS,371830021,1,14.1,ppb,13,Triple Oak,22,92,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
8/31/2023,AQS,371830021,1,5,ppb,5,Triple Oak,21,88,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/1/2023,AQS,371830021,1,8.8,ppb,8,Triple Oak,22,92,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/2/2023,AQS,371830021,1,13.2,ppb,12,Triple Oak,22,92,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/3/2023,AQS,371830021,1,14.8,ppb,13,Triple Oak,21,88,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/4/2023,AQS,371830021,1,19.4,ppb,18,Triple Oak,22,92,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/5/2023,AQS,371830021,1,13.3,ppb,12,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/6/2023,AQS,371830021,1,17.3,ppb,16,Triple Oak,20,83,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/7/2023,AQS,371830021,1,16.7,ppb,15,Triple Oak,22,92,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/8/2023,AQS,371830021,1,18.2,ppb,17,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/9/2023,AQS,371830021,1,8.9,ppb,8,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/10/2023,AQS,371830021,1,6.6,ppb,6,Triple Oak,21,88,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/11/2023,AQS,371830021,1,16.7,ppb,15,Triple Oak,22,92,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/12/2023,AQS,371830021,1,16.3,ppb,15,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/13/2023,AQS,371830021,1,11.9,ppb,10,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/14/2023,AQS,371830021,1,11.3,ppb,10,Triple Oak,22,92,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/15/2023,AQS,371830021,1,25.2,ppb,24,Triple Oak,22,92,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/16/2023,AQS,371830021,1,19.9,ppb,18,Triple Oak,22,92,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/17/2023,AQS,371830021,1,9.9,ppb,8,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/18/2023,AQS,371830021,1,21.5,ppb,20,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/19/2023,AQS,371830021,1,22.6,ppb,21,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/20/2023,AQS,371830021,1,17,ppb,16,Triple Oak,20,83,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/21/2023,AQS,371830021,1,17.1,ppb,16,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/22/2023,AQS,371830021,1,6,ppb,6,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/23/2023,AQS,371830021,1,7.3,ppb,7,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/24/2023,AQS,371830021,1,6.1,ppb,6,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/25/2023,AQS,371830021,1,11.9,ppb,10,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/26/2023,AQS,371830021,1,5.8,ppb,5,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/27/2023,AQS,371830021,1,4.5,ppb,4,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/28/2023,AQS,371830021,1,6.8,ppb,6,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/29/2023,AQS,371830021,1,13.3,ppb,12,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
9/30/2023,AQS,371830021,1,7.3,ppb,7,Triple Oak,23,96,42602,Nitrogen dioxide (NO2),39580,"Raleigh, NC",37,North Carolina,183,Wake,35.8652,-78.8197
